Item id,Uniqid,Item Url,Web url,Web id
4,ffc4dc1e-c6d1-4339-9a75-8c10ca81e1d7,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instuctivos de Trabajo Peru TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
Item id,Uniqid,Item Url,Web url,Web id
5,98930466-0fd0-45b1-810c-ddd4e3798a2b,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instuctivos de Trabajo Panama TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
6,b8763bb6-5ec9-4722-9bb0-8123306baabb,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instuctivos de Trabajo Mexico TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
7,55217c7a-11c7-4621-83be-d0a3ef24f5e4,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instuctivos de Trabajo Guatemala TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
8,91012466-3c99-47ac-bb3d-26d27db0c642,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instuctivos de Trabajo El Salvador TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
9,8fd7300c-ab31-41e0-8e7d-d10ffd9505c8,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instuctivos de Trabajo Republica Dominicana TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
10,0a4c658c-7732-4068-83dc-4e2fd9d19a53,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instuctivos de Trabajo Costa Rica TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
11,81f79fbc-5ead-4331-a2c9-b33799294db6,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instuctivos de Trabajo Colombia TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
12,a1fc3763-81a4-4ce0-a402-7b5d43356678,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Formas Panama TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
13,6d38ffa5-9ddd-4486-bd16-512295afad1e,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Formas Mexico TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
14,b56d9e1c-0108-44d4-9b91-155b7975ea52,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Formas Guatemala TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
15,03fa94be-de2b-45a1-aaba-d984c57283af,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Formas El Salvador TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
16,ff6d9199-8e43-4ec6-b812-ef357418d6b3,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Formas Republica Dominicana TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
17,fbfeb579-bca5-4826-ab91-4299d35a3d2c,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Formas Costa Rica TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
18,cb2cc420-8271-4c38-9a3f-b7429fae0126,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Formas Colombia TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
19,e4434af2-5297-4a22-b0f4-3720ece61fb6,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Plantillas Brasil TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
20,36ccd6fd-5d90-444a-afff-5af39609d98a,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Manuales Brasil TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
21,393d194d-9e96-4013-8fb2-a00d8402559c,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Manual de Usario Brasil TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
22,621b4192-fc2d-4c63-bb63-105fd1bee5b8,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Listas de Chequeo Brasil TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
23,afb9e367-ff45-40f7-a537-8b211005a959,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Instructivos de Trabajo Brasil TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
24,998c4a7a-2f89-4fa4-a343-01307c9677cf,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas/Pages/Documents/Formas Brasil TEST.aspx,https://rsharepoint.sharepoint.com/sites/RSpace/rla-resources/RDocuments/Procesos-de-gerenciamiento/planamiento-de-ventas,0837a451-7c3a-4853-a614-f93aca628c06
